instrument,year,covid,rit_rf,rit,new_wacc,"weighted_average_cost_of_capital,_(%)",beta_levered,beta_unlevered,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,esg_combined_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score_1,lnta,td/ta,price_to_book_value_per_share,capital_adequacy_total_(%),"wacc_tax_rate,_(%)","wacc_cost_of_debt,_(%)","wacc_debt_weight,_(%)","wacc_equity_weight,_(%)",total_assets,debt_total,d/e,dummylarge,dummymid,DD_a,PD_a,DD_m,PD_m,status,size_dummy,covid_dummy,DD_a_wins,DD_m_wins,DD_a_wins_5_95,DD_m_wins_5_95
WSFS,2016,0.0,0.324872133,0.326872133,1.615237207,7.422722721,1.240057076,1.036022514,21.15270351,33.36156572,56.66808874,36.94784854,36.94784854,18.2821119,30.23154141,48.52736928,32.46469748,32.46469748,8.819557451,0.187346107,2.116766661,11.93,35.16586,2.104635425,23.29877518,76.70122482,6765.27,1267.447,0.303760145,0.0,0.0,12.900317992904178,2.241218349262375e-38,,,no_sigma_E,0,0,12.900317992904178,,12.900317992904178,
WSFS,2017,0.0,0.216014009,0.224014009,1.558453639,7.494346862,1.218721626,1.079167116,22.15799615,33.06238382,54.30221917,35.94774127,35.94774127,21.15270351,33.36156572,56.66808874,36.94784854,36.94784854,8.853599712,0.13398109,2.075488308,11.41,35.16586,2.115692351,16.62900946,83.37099054,6999.54,937.806,0.199457981,0.0,0.0,16.117101227516894,9.673708486316584e-59,,,no_sigma_E,0,0,16.117101227516894,,16.117101227516894,
INDB,2016,0.0,0.269408051,0.271408051,1.988769547,6.802084301,0.963951517,0.855490676,21.15270351,35.8926492,48.45420933,35.24626936,35.24626936,18.2821119,33.59239047,27.31821895,26.49638449,26.49638449,8.9501924,0.043515071,2.200279321,13.6,27.39997,2.421089046,14.86686838,85.13313162,7709.375,335.474,0.174630818,0.0,0.0,20.733034155695,8.721894675197109e-96,,,no_sigma_E,0,0,20.733034155695,,20.733034155695,
INDB,2017,0.0,0.165298838,0.173298838,1.856607437,6.703036499,0.969635239,0.881263111,22.15799615,42.6177896,52.42393045,40.0110386,40.0110386,21.15270351,35.8926492,48.45420933,35.24626936,35.24626936,8.997398234,0.040051576,2.031550633,13.82,28.53816,2.38537695,12.30571412,87.69428588,8082.029,323.698,0.140325153,0.0,0.0,21.962727319344555,3.272523708122605e-107,,,no_sigma_E,0,0,21.962727319344555,,21.962727319344555,
MBIN,2019,0.0,0.106221575,0.127621575,1.49150222,4.877907938,0.67531713,0.66209755,20.28455285,23.12881357,34.56118009,23.91391636,23.91391636,21.58687943,25.99890317,37.45169887,26.37806756,26.37806756,8.759657372,0.028474741,0.855176099,11.6,20.99961,1.778313789,1.715527059,67.87832839,6371.928,181.439,0.025273561,0.0,0.0,18.251548542239295,1.005632400361979e-74,,,no_sigma_E,0,0,18.251548542239295,,18.251548542239295,
MBIN,2022,1.0,-0.171565336,-0.157365336,3.113298111,7.430343266,1.09683609,1.080332034,15.8938172,23.48768095,31.22439479,22.89067187,22.89067187,20.28455285,23.12881357,34.56118009,23.91391636,23.91391636,9.442659855,0.073751507,1.092050198,11.7,25.52258,4.318945586,1.347016588,65.66956547,12615.227,930.392,0.020512037,0.0,0.0,15.13919047860437,4.465310951247189e-52,,,no_sigma_E,0,1,15.13919047860437,,15.13919047860437,
WSBC,2016,0.0,0.298060012,0.300060012,1.91091277,6.267400333,0.877052675,0.759115484,21.15270351,36.52434575,49.92463026,36.08894239,36.08894239,18.2821119,28.8449772,41.64419935,29.29902045,29.29902045,9.189206313,0.136036843,1.410234357,14.18,24.51705,2.201914849,17.06909421,82.93090579,9790.877,1331.92,0.205823077,0.0,0.0,12.792081074858777,9.077321539616076e-38,,,no_sigma_E,0,0,12.792081074858777,,12.792081074858777,
WSBC,2017,0.0,0.157447582,0.165447582,1.809000624,6.703588813,1.011361395,0.889975754,22.15799615,42.86289057,52.28208648,40.08154486,40.08154486,21.15270351,36.52434575,49.92463026,36.08894239,36.08894239,9.19178712,0.132162946,1.283115404,15.16,25.31646,2.234899716,15.44246302,84.55753698,9816.178,1297.335,0.182626689,0.0,0.0,13.934791704179288,1.946672883200639e-44,,,no_sigma_E,0,0,13.934791704179288,,13.934791704179288,
FFBC,2016,0.0,0.312097963,0.314097963,1.649682721,7.904999675,1.18820475,1.081423256,21.15270351,32.38608872,76.15898749,43.4807355,43.4807355,18.2821119,30.30571974,74.47712418,41.8434017,41.8434017,9.040496682,0.109919961,2.037990456,13.1,32.33483,2.032926577,12.73439238,87.26560762,8437.967,927.501,0.145926817,0.0,0.0,15.54396879612142,8.740689424145768e-55,,,no_sigma_E,0,0,15.54396879612142,,15.54396879612142,
FFBC,2017,0.0,0.204427002,0.212427002,1.667992002,7.645194586,1.146171008,1.072383526,22.15799615,27.4881066,77.83230382,41.65373025,41.65373025,21.15270351,32.38608872,76.15898749,43.4807355,43.4807355,9.093460766,0.10500473,1.757369408,13.07,32.28385,2.178444789,9.223846594,90.77615341,8896.923,934.219,0.101610899,0.0,0.0,16.547744451851,8.310709891105372e-62,,,no_sigma_E,0,0,16.547744451851,,16.547744451851,
FRME,2016,0.0,0.315468695,0.317468695,1.6994992,6.824106329,1.096406459,0.898302705,21.15270351,14.01102426,60.28583618,28.65236906,28.65236906,18.2821119,19.31591451,42.85334967,25.00789948,25.00789948,8.883447645,0.096261016,1.708606064,14.21,26.01617,1.966582327,22.96113388,77.03004352,7211.611,694.197,0.29808024,0.0,0.0,15.412355501271977,6.759639461057995e-54,,,no_sigma_E,0,0,15.412355501271977,,15.412355501271977,
FRME,2017,0.0,0.22139005,0.22939005,1.760400864,6.263330923,0.911334077,0.803682807,22.15799615,18.07911711,63.43056509,31.80224552,31.80224552,21.15270351,14.01102426,60.28583618,28.65236906,28.65236906,9.144999182,0.089072747,1.586384722,13.69,26.01617,2.116928839,15.32878465,84.66619666,9367.478,834.387,0.181049643,0.0,0.0,16.931525472166193,1.317313415778572e-64,,,no_sigma_E,0,0,16.931525472166193,,16.931525472166193,
TRMK,2016,0.0,0.25965852,0.26165852,1.744005118,5.806078961,1.024189042,0.719243437,21.15270351,32.59548986,54.33304892,35.72726058,35.72726058,18.2821119,24.38857123,41.17851307,26.92099604,26.92099604,9.499446405,0.121514345,1.585941024,13.59,23.98553,2.073334854,35.8054088,64.1945912,13352.333,1622.5,0.557763639,0.0,0.0,13.881769278451968,4.085100512122937e-44,,,no_sigma_E,0,0,13.881769278451968,,13.881769278451968,
TRMK,2017,0.0,0.151218136,0.159218136,1.80309207,5.403405009,1.128793637,0.681794738,22.15799615,37.61979305,49.25417525,36.39092044,36.39092044,21.15270351,32.59548986,54.33304892,35.72726058,35.72726058,9.532275527,0.108978339,1.373283185,13.1,23.76998,2.253040866,46.23818036,53.76181964,13797.953,1503.678,0.86005609,0.0,0.0,14.96869406765761,5.880400582912386e-51,,,no_sigma_E,0,0,14.96869406765761,,14.96869406765761,
RNST,2016,0.0,0.291354285,0.293354285,2.005399287,6.515249674,1.020379605,0.82098897,21.15270351,16.74407875,28.30346985,18.49431221,18.49431221,18.2821119,20.8108932,30.36356209,21.25308538,21.25308538,9.071061178,0.035878201,1.518155872,15.03,26.79797,2.438629381,24.91226926,75.08773074,8699.851,312.135,0.331775498,0.0,0.0,19.89062677605315,2.4529036358292728e-88,,,no_sigma_E,0,0,19.89062677605315,,19.89062677605315,
RNST,2017,0.0,0.225551465,0.233551465,1.552372481,6.311459981,1.012384301,0.847822922,22.15799615,18.46607444,38.98878975,23.19513723,23.19513723,21.15270351,16.74407875,28.30346985,18.49431221,18.49431221,9.19319228,0.030250313,1.331199846,14.46,30.62745,1.974672585,21.86229521,78.13770479,9829.981,297.36,0.279791879,0.0,0.0,21.426668270738016,3.769270961438182e-102,,,no_sigma_E,0,0,21.426668270738016,,21.426668270738016,
PPBI,2017,0.0,0.256550186,0.264550186,1.518435505,5.499557974,0.814480839,0.685818337,22.15799615,31.95031725,83.72569206,45.9886065,45.9886065,21.15270351,28.94828433,49.42974972,32.15305893,32.15305893,8.990254765,0.07993145,1.489378388,12.57,38.60345,2.143120868,23.40461635,76.59538365,8024.501,641.41,0.305561709,0.0,0.0,15.721325093617471,5.402011678584984e-56,,,no_sigma_E,0,0,15.721325093617471,,15.721325093617471,
PPBI,2018,0.0,-0.369117992,-0.351017992,1.57587977,9.549728532,1.141727374,1.108554866,21.58687943,28.55338155,67.28514324,38.38512881,38.38512881,22.15799615,31.95031725,83.72569206,45.9886065,45.9886065,9.34900493,0.067725933,0.809519874,12.39,38.31962,3.097672485,4.627000155,95.37299984,11487.387,777.994,0.048514781,0.0,0.0,14.950945666490556,7.677652236196591e-51,,,no_sigma_E,0,0,14.950945666490556,,14.950945666490556,
SFBS,2016,0.0,0.31403297,0.31603297,1.253755905,7.069431185,1.176393484,0.98312897,21.15270351,30.64570025,31.78469852,26.64275879,26.64275879,18.2821119,23.65147596,29.15645425,22.2274556,22.2274556,8.759425076,0.064548992,3.771636606,11.84,32.84873,1.503008123,22.64513959,77.35486041,6370.448,411.206,0.292743591,0.0,0.0,21.342559941131267,2.2860759635750963e-101,,,no_sigma_E,0,0,21.342559941131267,,21.342559941131267,
SFBS,2017,0.0,0.192836839,0.200836839,1.515115158,8.487569375,1.39965744,1.264734807,22.15799615,28.67686741,28.207504,24.37842768,24.37842768,21.15270351,30.64570025,31.78469852,26.64275879,26.64275879,8.865365853,0.051766326,3.622442883,11.52,29.19922,1.893449756,13.09464771,86.90535229,7082.384,366.629,0.150677114,0.0,0.0,23.741954454854323,6.652464947643583e-125,,,no_sigma_E,0,0,23.741954454854323,,23.741954454854323,
TOWN,2016,0.0,0.281575631,0.283575631,1.321641298,7.683322349,1.010688252,0.995408925,21.15270351,15.23574208,6.443401593,9.876552643,9.876552643,18.2821119,13.8894842,6.962826797,9.395801809,9.395801809,8.983930868,0.090201363,1.932713906,12.44,27.94896,1.448946414,2.085966678,97.91403332,7973.915,719.258,0.021304062,0.0,0.0,16.32337943843949,3.3652157127603863e-60,,,no_sigma_E,0,0,16.32337943843949,,16.32337943843949,
TOWN,2017,0.0,0.17550377,0.18350377,2.179961108,6.899802224,0.993167163,0.909000398,22.15799615,18.5671714,15.61313201,14.83004453,14.83004453,21.15270351,15.23574208,6.443401593,9.876552643,9.876552643,9.050426986,0.09375176,1.702416623,16.48,28.43836,2.819220591,11.45652339,88.54347661,8522.176,798.969,0.129388678,0.0,0.0,16.814755466412787,9.513803949557946e-64,,,no_sigma_E,0,0,16.814755466412787,,16.814755466412787,
HOPE,2017,0.0,0.229248648,0.237248648,1.703112652,8.924484722,1.343326673,1.310083791,22.15799615,46.21303466,55.25394647,42.81308592,42.81308592,21.15270351,46.81510826,32.54124005,34.93514011,34.93514011,9.56147016,0.093508303,1.28255444,13.82,39.53267,2.440026679,4.027411568,95.97258843,14206.717,1328.446,0.041964186,0.0,0.0,14.246268298514837,2.3644197047727433e-46,,,no_sigma_E,0,0,14.246268298514837,,14.246268298514837,
HOPE,2018,0.0,-0.350914668,-0.332814668,2.246789676,10.79483411,1.437537773,1.325059282,21.58687943,40.4615889,33.67532756,32.19206602,32.19206602,22.15799615,46.21303466,55.25394647,42.81308592,42.81308592,9.635997051,0.073027277,0.789165971,12.94,39.52103,4.197560452,12.30805654,87.69194346,15305.952,1117.752,0.140355614,0.0,0.0,14.334274052972733,6.681831004615457e-47,,,no_sigma_E,0,0,14.334274052972733,,14.334274052972733,
CBU,2016,0.0,0.163759158,0.165759158,2.349914811,7.655777241,1.021593708,0.98810136,21.15270351,28.51426153,66.57423208,38.10979727,38.10979727,18.2821119,29.64382078,44.16053922,30.60112922,30.60112922,9.067213028,0.028658836,2.291785221,19.1,29.34983,3.102248965,4.57803647,95.42196353,8666.437,248.37,0.047976758,0.0,0.0,23.10777007480289,1.9339228749407037e-118,,,no_sigma_E,0,0,23.10777007480289,,23.10777007480289,
CBU,2017,0.0,0.140559429,0.148559429,1.737232598,7.144441189,1.087679007,0.979669259,22.15799615,33.30641096,47.78883551,33.72396062,33.72396062,21.15270351,28.51426153,66.57423208,38.10979727,38.10979727,9.282307297,0.04521562,1.666293123,17.45,29.56049,2.283915171,13.53363196,86.46636804,10746.198,485.896,0.156519029,0.0,0.0,19.804176690278513,1.370027585574664e-87,,,no_sigma_E,0,0,19.804176690278513,,19.804176690278513,
HTH,2016,0.0,0.224396207,0.226396207,1.640256862,3.932546374,0.433559354,0.327943409,21.15270351,37.18925597,37.86547213,32.07744093,32.07744093,18.2821119,38.11949221,43.64174837,34.61829755,34.61829755,9.452349798,0.153563548,1.569949391,19.34,35.80877,2.320407585,33.40935583,66.59064417,12738.062,1956.102,0.501712459,0.0,0.0,12.64301374287956,6.113783365940654e-37,,,no_sigma_E,0,0,12.64301374287956,,12.64301374287956,
HTH,2017,0.0,0.229507435,0.237507435,1.398096576,5.590988878,1.023945593,0.758577203,22.15799615,36.67505939,33.38480897,30.20936069,30.20936069,21.15270351,37.18925597,37.86547213,32.07744093,32.07744093,9.500453437,0.128317631,1.271509272,18.78,35.93792,1.942610164,35.31987812,64.68012188,13365.786,1715.066,0.546070061,0.0,0.0,13.634675108890695,1.2454885963471125e-42,,,no_sigma_E,0,0,13.634675108890695,,13.634675108890695,
BANR,2016,0.0,0.271661317,0.273661317,1.527523883,8.2611278,1.255529529,1.149897266,21.15270351,27.65481043,37.73748578,27.30228085,27.30228085,18.2821119,23.76090842,34.38112745,24.16261646,24.16261646,9.189491333,0.026047544,1.358165746,13.4,31.88739,1.888614485,11.88405187,88.11594813,9793.668,255.101,0.134868342,0.0,0.0,20.975912768147772,5.442875850863483e-98,,,no_sigma_E,0,0,20.975912768147772,,20.975912768147772,
BANR,2017,0.0,0.177577543,0.185577543,1.571641895,7.204809401,1.049713213,0.983216058,22.15799615,31.16594429,57.29924502,36.08603658,36.08603658,21.15270351,27.65481043,37.73748578,27.30228085,27.30228085,9.186376416,0.019949281,1.380906517,13.81,31.375235,2.044033137,8.971228445,91.02877156,9763.209,194.769,0.098553768,0.0,0.0,23.629941532145665,9.490079686155883e-124,,,no_sigma_E,0,0,23.629941532145665,,23.629941532145665,
IBOC,2016,0.0,0.259680429,0.261680429,1.203334211,7.603519819,1.48932241,1.142732059,21.15270351,25.37296777,74.21359499,39.30188621,39.30188621,18.2821119,24.28015675,66.07230392,35.82898716,35.82898716,9.376197209,0.118499758,1.560764539,19.47,33.39465,1.536709365,31.28887758,68.71112242,11804.041,1398.776,0.455368454,0.0,0.0,13.937978571802557,1.8616848496758005e-44,,,no_sigma_E,0,0,13.937978571802557,,13.937978571802557,
IBOC,2017,0.0,0.205191628,0.213191628,1.680294597,8.660355719,1.496687787,1.314972092,22.15799615,23.86256044,70.33516358,37.15648887,37.15648887,21.15270351,25.37296777,74.21359499,39.30188621,39.30188621,9.407936181,0.140294491,1.426527464,19.51,32.01525,2.210962166,16.8928456,83.1071544,12184.698,1709.446,0.203265841,0.0,0.0,13.880106435773795,4.1809844366115577e-44,,,no_sigma_E,0,0,13.880106435773795,,13.880106435773795,
EFSC,2017,0.0,0.197797537,0.205797537,1.395764547,5.597920449,0.880679563,0.719395493,22.15799615,32.1908583,57.18943034,36.55486064,36.55486064,21.15270351,30.16440763,57.72895336,35.74396939,35.74396939,8.573427011,0.102949298,1.900363618,12.21,33.93416,1.880108793,25.33687137,74.66312863,5289.225,544.522,0.339349179,0.0,0.0,15.5597555384925,6.830985473562194e-55,,,no_sigma_E,0,0,15.5597555384925,,15.5597555384925,
EFSC,2018,0.0,-0.265669484,-0.247569484,1.691649027,8.298242923,1.089846013,0.94713964,21.58687943,35.03931154,72.25738397,43.39215675,43.39215675,22.15799615,32.1908583,57.18943034,36.55486064,36.55486064,8.638642742,0.072906596,1.421672236,13.02,33.89776,2.864143979,18.56253986,81.43746014,5645.662,411.606,0.227936134,0.0,0.0,16.832623203135615,7.036337946601537e-64,,,no_sigma_E,0,0,16.832623203135615,,16.832623203135615,
SBCF,2017,0.0,0.22380648,0.23180648,1.5238065,5.534677154,0.764057322,0.669951537,22.15799615,37.46881684,16.37725921,24.48034647,24.48034647,21.15270351,36.73061402,14.48094425,23.43152448,23.43152448,8.667358053,0.085646119,1.715032392,14.24,31.375235,1.940095725,16.99094506,83.00905494,5810.129,497.615,0.204687851,0.0,0.0,16.028834122765563,4.018830406373579e-58,,,no_sigma_E,0,0,16.028834122765563,,16.028834122765563,
SBCF,2018,0.0,-0.312123059,-0.294023059,1.887211169,6.633945749,0.737551128,0.649642502,21.58687943,34.34117324,14.24716855,22.16220261,22.16220261,22.15799615,37.46881684,16.37725921,24.48034647,24.48034647,8.816950909,0.098571519,1.54629909,14.43,28.26105,2.975475577,15.8692624,84.1307376,6747.659,665.127,0.188626213,0.0,0.0,15.841370161462928,8.063410889499266e-57,,,no_sigma_E,0,0,15.841370161462928,,15.841370161462928,
CVBF,2016,0.0,0.240157765,0.242157765,1.328505708,8.169312291,1.460485444,1.206831308,23.24383959,6.314639686,75.30858931,30.54427703,30.54427703,18.2821119,5.279091622,76.34599673,30.10298827,30.10298827,8.996368011,0.084447206,2.505109616,18.19,33.73211,1.727320295,24.07966127,75.92033873,8073.707,681.802,0.317170098,0.0,0.0,17.905074404511595,5.382559546942339e-72,,,no_sigma_E,0,0,17.905074404511595,,17.905074404511595,
CVBF,2017,0.0,0.084044469,0.092044469,1.351796588,8.496153436,1.469495538,1.296081905,24.17324669,25.34566631,79.64195836,41.53275158,41.53275158,23.24383959,6.314639686,75.30858931,30.54427703,30.54427703,9.020460644,0.070073269,2.427793236,18.01,34.49982,1.947116702,16.96226322,83.03773678,8270.586,579.547,0.204271743,0.0,0.0,19.78005711132574,2.2109469397058052e-87,,,no_sigma_E,0,0,19.78005711132574,,19.78005711132574,
NWBI,2016,0.0,0.20673759,0.20873759,2.007228341,5.229910897,0.602430565,0.54280615,21.15270351,21.28000917,42.13452787,25.72331458,25.72331458,18.2821119,22.0081406,31.64419935,22.3079495,22.3079495,9.17197785,0.026404978,1.566326338,16.63,29.27861,2.582745163,13.4439264,86.5560736,9623.64,254.112,0.155320428,0.0,0.0,21.61775166108937,6.114569611787525e-104,,,no_sigma_E,0,0,21.61775166108937,,21.61775166108937,
NWBI,2017,0.0,0.114239122,0.122239122,2.126618244,5.196627308,0.610854755,0.560142123,22.15799615,21.70466326,30.56851979,21.7701801,21.7701801,21.15270351,21.28000917,42.13452787,25.72331458,25.72331458,9.14462078,0.02343577,1.418424634,15.831,29.27861,2.853806814,11.34884177,88.65115823,9363.934,219.451,0.128016847,0.0,0.0,22.597250651052644,2.3060391262744188e-113,,,no_sigma_E,0,0,22.597250651052644,,22.597250651052644,
DCOM,2017,0.0,0.216502787,0.224502787,1.547104314,5.287169705,0.693258369,0.614560016,22.15799615,32.73120412,39.09059712,30.30729221,30.30729221,21.15270351,36.51145399,55.44510808,38.06992009,38.06992009,8.396155315,0.14241348,1.607240447,13.3,33.79849,2.052807255,16.20820567,83.79179433,4430.002,630.892,0.193434283,0.0,0.0,13.130627567017957,1.0991357982314456e-39,,,no_sigma_E,0,0,13.130627567017957,,13.130627567017957,
DCOM,2018,0.0,-0.312265711,-0.294165711,2.111578545,7.770632291,0.891826186,0.823350479,21.58687943,28.75928409,67.3895181,38.52483142,38.52483142,22.15799615,32.73120412,39.09059712,30.30729221,30.30729221,8.455476073,0.068021785,1.111582824,13.6,31.33654205,3.45738988,10.80370961,89.19629039,4700.744,319.753,0.121122858,0.0,0.0,16.14070189331156,6.6015647935006665e-59,,,no_sigma_E,0,0,16.14070189331156,,16.14070189331156,
FFIN,2016,0.0,0.184551622,0.186551622,1.434239705,7.987641566,1.294847437,1.1153151,21.15270351,32.94473193,46.96387941,33.24758363,33.24758363,18.2821119,31.03609101,46.97099673,32.30345997,32.30345997,8.826137267,0.065458813,3.538129131,18.45,24.57731,1.697764752,17.58857008,82.41142992,6809.931,445.77,0.213423916,0.0,0.0,20.94932270722833,9.515933421091042e-98,,,no_sigma_E,0,0,20.94932270722833,,20.94932270722833,
FFIN,2017,0.0,0.18716701,0.19516701,1.839838387,8.302772379,1.308221728,1.201597426,22.15799615,30.14451638,53.1308625,34.07879063,34.07879063,21.15270351,32.94473193,46.96387941,33.24758363,33.24758363,8.889406881,0.0456255,3.210655142,19.85,24.48142,2.205010378,10.51466114,89.48533886,7254.715,331.0,0.117501496,0.0,0.0,23.12056048079303,1.438153003900712e-118,,,no_sigma_E,0,0,23.12056048079303,,23.12056048079303,
FFIN,2022,1.0,-0.088000389,-0.073800389,3.964287649,7.069286057,0.760197049,0.685918789,20.35513895,35.18732036,43.02900329,33.60511776,33.60511776,20.07635504,28.72426739,53.13527822,33.75670227,33.75670227,9.470707721,0.049522409,3.851879133,19.29,16.6406,4.834011606,11.4971851,88.5028149,12974.066,642.507,0.129907564,0.0,0.0,66.50000302597155,0.0,,,extreme_DD_m_y2022_small,0,1,66.45295197683572,,41.710068187156885,
NBTB,2016,0.0,0.204066427,0.206066427,1.55897808,5.220946394,0.856976156,0.617362027,21.15270351,33.32718767,23.0503413,24.82840795,24.82840795,18.2821119,23.70955419,12.67769608,16.32390947,16.32390947,9.090122023,0.100116293,1.983579145,12.39,31.34874,2.079111737,36.11687407,63.88312593,8867.268,887.758,0.565358591,0.0,0.0,15.904340076305278,2.956150910114633e-57,,,no_sigma_E,0,0,15.904340076305278,,15.904340076305278,
NBTB,2017,0.0,0.088440257,0.096440257,1.475885344,5.146347776,0.869129752,0.636782672,22.15799615,37.82439925,55.36147335,38.69103243,38.69103243,21.15270351,33.32718767,23.0503413,24.82840795,24.82840795,9.120066807,0.099508231,1.672316671,12.42,33.15049,2.11444705,35.3093261,64.6906739,9136.812,909.188,0.545817874,0.0,0.0,16.012178039100654,5.253326688440316e-58,,,no_sigma_E,0,0,16.012178039100654,,16.012178039100654,
BANF,2016,0.0,0.275536059,0.277536059,1.76629918,6.141909336,0.719346171,0.704718339,21.15270351,21.28198054,22.69482366,18.72599887,18.72599887,18.2821119,19.10479156,21.51552288,17.22156485,17.22156485,8.856369198,0.00462448,2.068935333,15.33,34.30712,2.279187388,3.062922487,96.93707751,7018.952,32.459,0.031597017,0.0,0.0,,,,,extreme_DD_a_y2016_small,0,0,,,,
BANF,2017,0.0,0.211474666,0.219474666,1.695404776,5.198330442,0.562811844,0.555926617,22.15799615,19.90234849,24.78723404,18.79496911,18.79496911,21.15270351,21.28198054,22.69482366,18.72599887,18.72599887,8.889191963,0.004530304,2.103334065,15.62,34.30712,2.252894559,1.850422566,98.14957743,7253.156,32.859,0.018853087,0.0,0.0,,,,,extreme_DD_a_y2017_small,0,0,,,,
OCFC,2017,0.0,0.187777748,0.195777748,1.616979873,4.910282351,0.57353902,0.523132797,24.17324669,31.11365276,59.28277282,37.06436606,37.06436606,23.24383959,33.40256689,37.55546075,30.38876265,30.38876265,8.597113922,0.078448584,1.421515466,13.96,34.75484,2.216860725,12.86775565,87.13224435,5416.006,424.878,0.147680755,0.0,0.0,15.59888546806548,3.703801994175723e-55,,,no_sigma_E,0,0,15.59888546806548,,15.59888546806548,
OCFC,2018,0.0,-0.316963314,-0.298863314,1.695647184,6.630193403,0.697691691,0.646065623,23.52538211,35.60554353,59.07506107,39.20651596,39.20651596,24.17324669,31.11365276,59.28277282,37.06436606,37.06436606,8.92480985,0.081248069,1.038507224,14.31,34.53073,2.996827002,10.87779441,89.12220559,7516.154,610.673,0.122054816,0.0,0.0,14.809457748856708,6.363140147984703e-50,,,no_sigma_E,0,0,14.809457748856708,,14.809457748856708,
FBK,2017,0.0,0.229758603,0.237758603,2.452321516,7.868642107,1.269010134,1.099265043,22.15799615,33.36218859,50.48615877,34.7226627,34.7226627,21.15270351,28.58301762,7.226962457,16.77888322,16.77888322,8.461196855,0.073522864,2.148691213,12.01,15.77563189,2.673097968,15.49342838,84.50657162,4727.713,347.595,0.183339924,0.0,0.0,17.890208677370506,7.029045765211198e-72,,,no_sigma_E,0,0,17.890208677370506,,17.890208677370506,
FBK,2018,0.0,-0.29362889,-0.27552889,2.778298593,6.59111552,0.705019604,0.614280569,21.58687943,23.06479198,44.85343105,27.587372,27.587372,22.15799615,33.36218859,50.48615877,34.7226627,34.7226627,8.544178588,0.044342314,1.601491256,13.0,15.8208943,3.578911718,14.92823642,85.07176358,5136.764,227.776,0.175478159,0.0,0.0,20.091844510940895,4.348521421803325e-90,,,no_sigma_E,0,0,20.091844510940895,,20.091844510940895,
LOB,2017,0.0,0.369068316,0.377068316,2.138283973,8.47378761,1.23124252,1.208722429,22.15799615,31.40997143,25.30199039,24.68806237,24.68806237,21.15270351,24.52640844,21.79180887,20.01014978,20.01014978,7.922432907,0.009629962,2.177701512,18.91,28.77428853,2.486219642,2.549132788,97.45086721,2758.474,26.564,0.026158133,0.0,0.0,28.518376770250928,3.466383474983713e-179,,,no_sigma_E,0,0,28.518376770250928,,28.518376770250928,
LOB,2018,0.0,-0.335038097,-0.316938097,3.445947118,8.812659699,0.975373907,0.974369,21.58687943,25.8251729,33.26671108,24.78530175,24.78530175,22.15799615,31.40997143,25.30199039,24.68806237,24.68806237,8.208069277,0.000396954,1.20493411,18.28,26.37274429,5.110121035,0.139880048,99.86011995,3670.449,1.457,0.00140076,0.0,0.0,43.8049174321824,0.0,,,no_sigma_E,0,0,43.8049174321824,,41.710068187156885,
LOB,2019,0.0,0.189538455,0.210938455,1.616441566,7.971218617,1.058416302,1.056898598,20.28455285,31.27977031,25.05995967,24.53635156,24.53635156,21.58687943,25.8251729,33.26671108,24.78530175,24.78530175,8.479040132,2.91e-06,1.439605241,15.74,20.99961,1.779593545,0.181441074,99.81855893,4812.828,0.014,0.001817709,0.0,0.0,,,,,debt_too_low,0,0,,,,
LOB,2020,1.0,0.170784072,0.175184072,2.308047782,4.985955665,1.293894556,0.552293392,18.99807322,35.52445128,34.68539213,30.106869,30.106869,20.28455285,31.27977031,25.05995967,24.53635156,24.53635156,8.971105929,0.19588842,3.548107928,13.39,21.00652,2.839678751,62.96083593,37.03916407,7872.303,1542.093,1.699844948,0.0,0.0,8.316948740110115,4.512838232266932e-17,,,extreme_DD_m_y2020_small,0,1,8.316948740110115,,8.316948740110115,
VBTX,2017,0.0,0.299095237,0.307095237,1.852677684,6.416108964,0.815314368,0.800514062,22.15799615,44.94650578,27.3678792,32.14590338,32.14590338,21.15270351,44.21213582,31.92974972,33.42392926,33.42392926,7.988062039,0.034917706,1.36048694,13.16,33.28016147,2.328936695,2.696347608,97.30365239,2945.583,102.853,0.027710652,0.0,0.0,19.48934809664141,6.759615929710034e-85,,,no_sigma_E,0,0,19.48934809664141,,19.48934809664141,
VBTX,2018,0.0,-0.376661878,-0.358561878,1.835755593,12.42368732,1.584833272,1.5597653,21.58687943,40.39277757,40.93826338,34.77259249,34.77259249,22.15799615,44.94650578,27.3678792,32.14590338,32.14590338,8.073574401,0.013934643,0.977216584,12.98,34.19722,3.321696697,2.384163217,97.61583678,3208.55,44.71,0.024423939,0.0,0.0,23.902149197682927,1.4545606694417663e-126,,,no_sigma_E,0,0,23.902149197682927,,23.902149197682927,
FFWM,2019,0.0,-0.132106592,-0.110706592,1.093348241,6.752084135,0.868153651,0.852949897,20.28455285,12.55260831,61.25756129,28.27881579,28.27881579,21.58687943,19.86365094,57.27181879,30.47022563,30.47022563,8.75059372,0.117666883,1.266183711,11.15,39.21062,1.975511387,2.848709708,97.15129029,6314.436,743.0,0.029322407,0.0,0.0,13.046548607144846,3.3246023290400074e-39,,,no_sigma_E,0,0,13.046548607144846,,13.046548607144846,
