instrument,year,a_E,a_E_source,a_weak_E_proxy,a_E_pb,a_E_de,a_E_wacc,a_F,a_sigma_E,a_sigma_D_hat,a_sigma_V_hat,a_mu_hat,DD_a,PD_a,a_naive_status,m_covid,m_rit_rf,m_rit,m_new_wacc,"m_weighted_average_cost_of_capital,_(%)",m_beta_levered,m_beta_unlevered,m_environmental_pillar_score,m_social_pillar_score,m_governance_pillar_score,m_esg_score,m_esg_combined_score,m_environmental_pillar_score_1,m_social_pillar_score_1,m_governance_pillar_score_1,m_esg_score_1,m_esg_combined_score_1,m_lnta,m_td/ta,m_price_to_book_value_per_share,m_capital_adequacy_total_(%),"m_wacc_tax_rate,_(%)","m_wacc_cost_of_debt,_(%)","m_wacc_debt_weight,_(%)","m_wacc_equity_weight,_(%)",m_total_assets,m_debt_total,m_d/e,m_dummylarge,m_dummymid,m_rf,m_F,m_ticker_prefix,m_date,m_Month,m_symbol,m_market_cap,m_equity_volatility,m_equity_vol,m_E_t,m_F_t,m_rf_t,m_T,m_sigma_E_tminus1,m_sigmaE_count,m_sigmaE_window_end_year,m_sigmaE_window_start_year,m_asset_value,m_asset_vol,m_solver_cost,m_nfev,m_status_flag,m_d1,m_d2,DD_m,PD_m,m_solver_status,size_dummy,covid_dummy,outlier_a,outlier_m
FCBC,2022,4084653395.14233,E_pb,False,4084653395.14233,503138034.87278175,3123936509.702127,1874000.0,0.1894891561403793,0.0973722890350948,0.1894469131814405,0.1592346,41.32379387453125,0.0,ok,1.0,0.092327915,0.106527915,3.363772395,6.284258438,0.530146405,0.528632042,17.26625006,33.038407,15.98789572,22.35965801,22.35965801,17.43215031,32.72453677,17.1200308,22.39458133,22.39458133,8.050566893,0.000597658,1.303461085,14.62,23.08802,4.235542739,0.371080312,99.62891969,3135.572,1.874,0.003724624,0.0,0.0,0.0141999999999999,1874000.0,FCBC,,,FCBC,524193494.95642895,0.2599945730863067,0.1894891561403793,524193494.95642895,1874000.0,0.0141999999999999,1.0,0.1894891561403793,3.0,2021.0,2019.0,526041072.2019751,0.1888236266449973,0.0,3.0,converged,30.024480472222415,29.83565684557742,29.83565684557742,6.737611771948799e-196,converged,0,1,other,low_leverage
FCBC,2023,4456417685.00796,E_pb,False,4456417685.00796,601729043.4013877,3262477961.4175773,1119000.0,0.2042998596663451,0.1010749649165862,0.2042739465521326,0.106527915,41.001705230027625,0.0,ok,1.0,-0.032160353,0.017339647,3.266896963,5.793422614,0.548508022,0.547717956,15.2370401,29.48904641,15.6220187,20.42331605,20.42331605,17.26625006,33.038407,15.98789572,22.35965801,22.35965801,8.092100211,0.000342354,1.36389246,15.94,22.43297,4.18939529,0.185618936,99.81438106,3268.545,1.119,0.001859641,0.0,0.0,0.0495,1119000.0,FCBC,,,FCBC,654181758.906412,0.3950872043941424,0.2042998596663451,654181758.906412,1119000.0,0.0495,1.0,0.2042998596663451,3.0,2022.0,2020.0,655246716.9783679,0.2039678155999158,0.0,3.0,converged,31.587717986178752,31.383750170578836,31.383750170578836,1.6858184857824094e-216,converged,0,1,other,low_leverage
FCCO,2018,1383146340.7801695,E_pb,False,1383146340.7801695,165049913.7069311,865080570.3250635,43217000.0,0.191261164647664,0.097815291161916,0.1884298732095199,0.044898351,18.70082918254923,2.437043281669492e-78,insufficient_returns,0.0,-0.186016769,-0.167916769,1.929797471,7.118637284,0.887720831,0.741175309,23.52538211,10.31170344,37.7248501,18.97469533,18.97469533,24.17324669,16.36395489,49.44520705,26.20699224,26.20699224,6.995395208,0.039590691,1.319320265,14.0,24.48864,2.731867375,20.75077567,79.24922433,1091.595,43.217,0.261842003,0.0,0.0,0.0181,43217000.0,FCCO,,,FCCO,149253488.0,0.2663779743854528,,149253488.0,43217000.0,0.0181,1.0,,0.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E,0,0,other,
FCCO,2019,1500600076.487424,E_pb,False,1500600076.487424,141941265.54124862,872374906.3804731,48471000.0,0.191261164647664,0.097815291161916,0.188337209122009,-0.167916769,17.409161141966255,3.515327521986099e-68,insufficient_returns,0.0,0.01865242,0.04005242,1.486286841,6.007402908,0.95681031,0.760664603,22.06022092,12.06637987,47.98790194,23.51626532,23.51626532,23.52538211,10.31170344,37.7248501,18.97469533,18.97469533,7.064997461,0.041418328,1.337662128,14.3,24.48864,1.928756272,25.45581811,74.54418189,1170.279,48.471,0.341486317,0.0,0.0,0.0214,48471000.0,FCCO,,,FCCO,165999376.0,0.1872974196805365,,165999376.0,48471000.0,0.0214,1.0,,1.0,2018.0,2018.0,,,,,no_sigma_E,,,,,no_sigma_E,0,0,other,
FCCO,2020,1252000480.5957444,E_pb,False,1252000480.5957444,91886889.53130816,867711620.0762064,55878000.0,0.1470564238197667,0.0867641059549416,0.1444804856208936,0.04005242,22.027929800697407,7.776017404318837e-108,ok,1.0,-0.155308698,-0.150908698,0.884962476,4.050482033,0.808517728,0.550160452,20.85479836,13.50692378,60.11830364,28.60939193,28.60939193,22.06022092,12.06637987,47.98790194,23.51626532,23.51626532,7.240923492,0.040044948,0.934674686,13.9,22.77747,1.267511343,37.81547848,62.18452152,1395.382,55.878,0.608117222,0.0,0.0,0.0044,55878000.0,FCCO,,,FCCO,130510384.0,0.3654008596984341,0.1470564238197667,130510384.0,55878000.0,0.0044,1.0,0.1470564238197667,2.0,2019.0,2018.0,186143060.9065966,0.1031055912006857,0.0,5.0,converged,11.76522191771236,11.662116326511674,11.662116326511674,9.95164624297096e-32,converged,0,1,other,
FCCO,2021,1693513951.167168,E_pb,False,1693513951.167168,138095271.0891316,1055664096.5054055,69180000.0,0.1154748216714136,0.0788687054178534,0.1140381507616709,-0.150908698,27.012676896715384,5.244777471560388e-161,ok,1.0,0.159994562,0.160394562,1.093818663,1.424750018,0.645761119,0.462107275,19.0205481,10.49576716,63.09003807,28.1470435,28.1470435,20.85479836,13.50692378,60.11830364,28.60939193,28.60939193,7.368029228,0.04366024,1.117589031,15.1,20.66671,1.244064428,33.37590618,66.62409382,1584.508,69.18,0.500958501,0.0,0.0,0.0004,69180000.0,FCCO,,,FCCO,156709724.88000005,0.1908419801258669,0.1154748216714136,156709724.88000005,69180000.0,0.0004,1.0,0.1154748216714136,3.0,2020.0,2018.0,225862058.4136662,0.0801198203110894,0.0,5.0,converged,14.813091649617103,14.732971829306017,14.732971829306017,1.9795280951014755e-49,converged,0,1,other,other
FCCO,2022,2126379080.4802408,E_pb,False,2126379080.4802408,232830566.9757237,1002510435.9536288,155707000.0,0.1569809433315531,0.0892452358328882,0.1523593280920109,0.160394562,18.598513987907165,1.6516921312809975e-77,ok,1.0,0.034682843,0.048882843,3.492297038,5.409584489,0.490542441,0.320501456,18.32180562,9.529489742,58.28412433,26.058542,26.058542,19.0205481,10.49576716,63.09003807,28.1470435,28.1470435,7.422341423,0.093073536,1.401479319,14.5,20.66671,4.365133559,40.07514672,59.92485328,1672.946,155.707,0.668756693,0.0,0.0,0.0141999999999999,155707000.0,FCCO,,,FCCO,165880493.68,0.1985786994131584,0.1569809433315531,165880493.68,155707000.0,0.0141999999999999,1.0,0.1569809433315531,3.0,2021.0,2019.0,319392078.64307755,0.0815301305644226,0.0,9.0,converged,9.02693243159436,8.945402301029938,8.945402301029938,1.852986810067271e-19,converged,0,1,other,
FCCO,2023,2074030041.236076,E_pb,False,2074030041.236076,267961340.8042923,1123824759.1876104,167827000.0,0.1577240433035482,0.089431010825887,0.1526115787035266,0.048882843,17.22912421904624,8.028196627260112e-67,ok,1.0,-0.013997153,0.035502847,3.691082018,5.115192514,0.442553812,0.295605587,16.18572488,10.64237137,65.82049707,29.28342805,29.28342805,18.32180562,9.529489742,58.28412433,26.058542,26.058542,7.510807059,0.091824753,1.249520316,13.6,20.62897,4.622910547,38.51112667,61.48887333,1827.688,167.827,0.626310495,0.0,0.0,0.0495,167827000.0,FCCO,,,FCCO,163760883.16,0.4010405978578671,0.1577240433035482,163760883.16,167827000.0,0.0495,1.0,0.1577240433035482,3.0,2022.0,2020.0,323482704.76775295,0.0798467123372532,0.0,9.0,converged,8.878257986037072,8.798411273699818,8.798411273699818,6.938332707611464e-19,converged,0,1,other,
FCF,2017,10234581074.84791,E_pb,False,10234581074.84791,1225469335.8478322,4431984386.832915,795384000.0,0.191261164647664,0.097815291161916,0.184522670723864,0.044898351,14.401590663780036,2.528308911346212e-47,insufficient_returns,0.0,0.173346654,0.181346654,1.434480702,5.132756609,0.960460813,0.655891978,22.15799615,35.51659968,45.52619538,34.00566378,34.00566378,21.15270351,26.62346911,70.61717861,38.62742498,38.62742498,8.89679867,0.108829412,1.571370722,12.34,28.45509,1.851298644,39.35881868,60.64118132,7308.539,795.384,0.649044392,0.0,0.0,0.008,795384000.0,FCF,,,FCF,1502726480.0,0.1828600036678591,,1502726480.0,795384000.0,0.008,1.0,,0.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E,1,0,other,
FCF,2018,8445007797.064608,E_pb,False,8445007797.064608,1900261403.1535783,5299247166.787306,906879000.0,0.191261164647664,0.097815291161916,0.1821994531299967,0.181346654,13.710648713524709,4.3835236169550374e-43,insufficient_returns,0.0,-0.258642174,-0.240542174,1.944934307,7.587793347,1.132821001,0.843898568,21.58687943,32.02476968,53.73639796,35.22938902,35.22938902,22.15799615,35.51659968,45.52619538,34.00566378,34.00566378,8.965494903,0.115846891,1.220134233,14.65,28.26105,2.938106237,32.30615039,67.69384961,7828.255,906.879,0.477239078,0.0,0.0,0.0181,906879000.0,FCF,,,FCF,1267663120.0,0.2696814053655596,,1267663120.0,906879000.0,0.0181,1.0,,1.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E,1,0,other,
FCF,2020,8579230551.947223,E_pb,False,8579230551.947223,878493751.9728827,6481272251.285393,350628000.0,0.2188888505575324,0.1047222126393831,0.2144061345450558,0.071616613,15.32634141469316,2.549545230270889e-53,ok,1.0,-0.222498728,-0.218098728,1.324658809,5.925119776,1.110520624,0.844321318,18.99807322,19.7469014,53.93738045,29.21192006,29.21192006,20.28455285,29.1492057,50.204818,32.5317405,32.5317405,9.11251848,0.038666076,0.984141574,14.88,21.00652,1.8742574,28.5267102,71.4732898,9068.104,350.628,0.399124068,0.0,0.0,0.0044,350628000.0,FCF,,,FCF,1148032660.0,0.4089522949692596,0.2188888505575324,1148032660.0,350628000.0,0.0044,1.0,0.2188888505575324,3.0,2019.0,2017.0,1497121285.906531,0.1678498273423364,0.0,5.0,converged,8.758188039886816,8.590338212544479,8.590338212544479,4.3356846239034594e-18,converged,1,1,other,
FCF,2021,12607408379.600813,E_pb,False,12607408379.600813,1412517101.7389474,7779469461.626519,320584000.0,0.1741081059669597,0.0935270264917399,0.1721098835033353,-0.218098728,20.127235893108825,2.1305499304979232e-90,ok,1.0,0.256483301,0.256883301,1.567999273,1.55285363,1.089388474,0.923652196,17.43215031,40.02488175,57.0468765,40.38921689,40.38921689,18.99807322,19.7469014,53.93738045,29.21192006,29.21192006,9.163782479,0.033586263,1.366729479,14.64,20.93924,1.71846754,18.49770912,81.50229088,9545.093,320.584,0.226959376,0.0,0.0,0.0004,320584000.0,FCF,,,FCF,1516211415.68,0.2382291991691011,0.1741081059669597,1516211415.68,320584000.0,0.0004,1.0,0.1741081059669597,3.0,2020.0,2018.0,1836667207.8089497,0.1437302902506788,0.0,8.0,converged,12.219364273958066,12.075633983707387,12.075633983707387,7.103253536284075e-34,converged,1,1,other,
FCF,2022,11471247220.871197,E_pb,False,11471247220.871197,2420461972.127191,7979559402.651858,553918000.0,0.2393973866350648,0.1098493466587662,0.2334299849495525,0.256883301,14.168611183723142,7.16533273510015e-46,ok,1.0,0.050645085,0.064845085,3.703859707,7.701736033,0.98505936,0.834629282,15.8938172,50.50693108,52.93668529,44.12797987,44.12797987,17.43215031,40.02488175,57.0468765,40.38921689,40.38921689,9.190715661,0.056489585,1.239900527,14.36,21.24215,4.635843545,18.62297367,81.37702633,9805.666,553.918,0.228848049,0.0,0.0,0.0141999999999999,553918000.0,FCF,,,FCF,1304467106.5800002,0.2602111885273563,0.2393973866350648,1304467106.5800002,553918000.0,0.0141999999999999,1.0,0.2393973866350648,3.0,2021.0,2019.0,1850575053.590742,0.1687507975767918,0.0,5.0,converged,7.316548909811187,7.147798112234396,7.147798112234396,4.409043498049894e-13,converged,1,1,other,
FCNCA,2016,44661108371.28472,E_pb,False,44661108371.28472,3467482218.884944,23327326305.67317,1436429000.0,0.191261164647664,0.097815291161916,0.1883493309519908,0.044898351,18.55998083383417,3.3864407484135278e-77,insufficient_returns,0.0,0.156390746,0.158390746,1.523717553,6.033419071,0.971768051,0.76990952,21.15270351,21.91797436,22.37627986,18.92677603,18.92677603,18.2821119,19.80092668,39.21364379,23.9381714,23.9381714,10.4039851,0.043540243,1.415368331,13.85,36.70965,2.230548301,29.29149687,70.70850313,32990.836,1436.429,0.414257063,0.0,0.0,0.002,1436429000.0,FCNCA,,,FCNCA,4360713500.0,0.2561125644365347,,4360713500.0,1436429000.0,0.002,1.0,,0.0,2015.0,2015.0,,,,,no_sigma_E,,,,,no_sigma_E,1,0,other,
FCNCA,2017,47854372207.4895,E_pb,False,47854372207.4895,4890631306.338579,26161076208.83016,1564047000.0,0.191261164647664,0.097815291161916,0.1883036896731182,0.158390746,19.084639991889283,1.694014904519402e-81,insufficient_returns,0.0,0.187459847,0.195459847,1.610470125,6.756448614,1.143868028,0.948950709,22.15799615,23.26643699,30.13612446,22.38915755,22.38915755,21.15270351,21.91797436,22.37627986,18.92677603,18.92677603,10.44951173,0.045298572,1.451739743,14.21,35.77237,2.276859001,24.23121536,75.76878464,34527.512,1564.047,0.319804725,0.0,0.0,0.008,1564047000.0,FCNCA,,,FCNCA,4950331100.0,0.245797479907076,,4950331100.0,1564047000.0,0.008,1.0,,1.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E,1,0,other,
FCNCA,2018,43376078650.85617,E_pb,False,43376078650.85617,4868772157.377679,29925144363.830338,892154000.0,0.0338580912204317,0.0584645228051079,0.0343539937005948,0.195459847,81.3780240108928,0.0,ok,0.0,-0.161272394,-0.143172394,1.605112602,8.796723209,1.15023372,1.029116271,21.58687943,17.28665197,42.79480346,23.98030862,23.98030862,22.15799615,23.26643699,30.13612446,22.38915755,22.38915755,10.47471083,0.025195949,1.256677533,13.99,35.77237,2.687492745,15.4862947,84.5137053,35408.629,892.154,0.183240039,0.0,0.0,0.0181,892154000.0,FCNCA,,,FCNCA,4631569085.0,0.2661801179993448,0.026211812689589,4631569085.0,892154000.0,0.0181,1.0,0.026211812689589,2.0,2017.0,2016.0,5507720359.159317,0.0220421186749905,0.0,8.0,converged,35.0,35.0,35.0,1.124910706472406e-268,converged,1,0,other,other
FCNCA,2019,60729126115.12387,E_pb,False,60729126115.12387,8751776125.346588,34581533495.53559,1326871000.0,0.1857355827963909,0.0964338956990977,0.1838261489887179,-0.143172394,20.04690419496084,1.0740140545800677e-89,ok,0.0,0.145414509,0.166814509,1.212703095,7.583039838,1.145386755,1.043667862,20.28455285,27.46066693,46.43213414,30.33605909,30.33605909,21.58687943,17.28665197,42.79480346,23.98030862,23.98030862,10.59223748,0.033317961,1.577477211,12.12,35.71542,1.661129308,13.16516976,86.83483024,39824.496,1326.871,0.151611625,0.0,0.0,0.0214,1326871000.0,FCNCA,,,FCNCA,6537507977.0,0.2031086550698803,0.1857355827963909,6537507977.0,1326871000.0,0.0214,1.0,0.1857355827963909,3.0,2018.0,2016.0,7836285609.015739,0.1549519698712432,0.0,7.0,converged,11.676821319881537,11.521869350010292,11.521869350010292,5.118287288015381e-31,converged,1,0,other,
FCNCA,2020,69670674587.99617,E_pb,False,69670674587.99617,4988096105.894351,,1889650000.0,0.1877872156037908,0.0969468039009477,0.1853884480609858,0.166814509,20.41000546698964,6.813472906432558e-93,ok,1.0,-0.013812697,-0.009412697,0.875529501,5.90187254,1.175696214,0.945450239,18.99807322,23.4416618,29.99395953,22.42488968,22.42488968,20.28455285,27.46066693,46.43213414,30.33605909,30.33605909,10.81893153,0.037825015,1.449418139,13.81,35.71542,1.371861547,25.62091025,67.63134052,49957.68,1889.65,0.378831915,0.0,0.0,0.0044,1889650000.0,FCNCA,,,FCNCA,7054160399.0,0.6788148475567545,0.1877872156037908,7054160399.0,1889650000.0,0.0044,1.0,0.1877872156037908,3.0,2019.0,2017.0,8935514204.013502,0.1482490105780125,0.0,5.0,converged,10.583753295101848,10.435504284523834,10.435504284523834,8.5352467149514e-26,converged,1,1,other,
FCNCA,2021,104712446955.07664,E_pb,False,104712446955.07664,11746371958.414549,,1783479000.0,0.155477525014405,0.0888693812536012,0.1543620436045669,-0.009412697,26.35501686215433,2.2479767362988297e-153,ok,1.0,0.210241669,0.210641669,1.336057229,1.653390682,1.141730115,1.023105791,19.0205481,26.94636989,36.26624314,26.64997628,26.64997628,18.99807322,23.4416618,29.99395953,22.42488968,22.42488968,10.97349699,0.030587136,1.852509066,14.35,23.63595,1.518481851,12.72104579,83.78351259,58308.14,1783.479,0.151832328,0.0,0.0,0.0004,1783479000.0,FCNCA,,,FCNCA,8146045525.200001,0.3377463603725654,0.155477525014405,8146045525.200001,1783479000.0,0.0004,1.0,0.155477525014405,3.0,2020.0,2018.0,9928811276.760311,0.1275607969145637,0.0,8.0,converged,13.526183040848933,13.398622243934367,13.398622243934367,3.0797997646030077e-41,converged,1,1,other,other
FCNCA,2022,127358144341.248,E_pb,False,127358144341.248,11608956923.53549,,7640000000.0,0.1164765871208272,0.0791191467802068,0.1143624036585651,0.210641669,26.89665152582238,1.2017517000858464e-159,ok,1.0,-0.069155615,-0.054955615,3.48121541,6.688676958,0.950320254,0.630015642,17.26625006,24.85207039,27.68063315,22.48928518,22.48928518,19.0205481,26.94636989,36.26624314,26.64997628,26.64997628,11.60183338,0.069900639,1.252809856,13.18,22.74765,4.547467685,38.09386691,57.88351571,109298.0,7640.0,0.658112529,0.0,1.0,0.0141999999999999,7640000000.0,FCNCA,,,FCNCA,11000923348.72,0.3019948922446762,0.1164765871208272,11000923348.72,7640000000.0,0.0141999999999999,1.0,0.1164765871208272,3.0,2021.0,2019.0,18533201980.55934,0.0691380805617865,0.0,7.0,converged,13.05729421125756,12.988156130695772,12.988156130695772,7.141335545581791e-39,converged,1,1,other,
FDBC,2018,2250649941.1113515,E_pb,False,2250649941.1113515,696737320.5116168,849004594.7082355,108406000.0,0.191261164647664,0.097815291161916,0.1869670344472908,0.044898351,16.620862491667275,2.4609707479767114e-62,insufficient_returns,0.0,-0.080023155,-0.061923155,2.606943157,6.314697569,0.644904728,0.577857907,21.58687943,16.73972335,43.21452365,23.86013129,23.86013129,22.15799615,18.9157816,67.8254404,33.79938622,33.79938622,6.88867643,0.110494118,2.578962137,14.8,25.4285,3.567755595,13.46418673,86.53581327,981.102,108.406,0.155590919,0.0,0.0,0.0181,108406000.0,FDBC,,,FDBC,370158150.00000006,0.3226663098900547,,370158150.00000006,108406000.0,0.0181,1.0,,0.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E,0,0,other,
FDBC,2019,2106846165.456648,E_pb,False,2106846165.456648,507241775.05194086,914181901.496496,53125000.0,0.191261164647664,0.097815291161916,0.1889628413606118,-0.061923155,19.185919650693087,2.4263972977385508e-82,insufficient_returns,0.0,0.159612105,0.181012105,1.493199589,2.730716539,0.160304687,0.148353249,20.28455285,15.47587262,61.3827868,29.77383607,29.77383607,21.58687943,16.73972335,43.21452365,23.86013129,23.86013129,6.91763333,0.052602812,2.201966724,15.8,23.08002,1.728222176,9.480397939,90.51960206,1009.927,53.125,0.104733093,0.0,0.0,0.0214,53125000.0,FDBC,,,FDBC,358796175.0,0.2861010858294545,,358796175.0,53125000.0,0.0214,1.0,,1.0,2018.0,2018.0,,,,,no_sigma_E,,,,,no_sigma_E,0,0,other,
FDBC,2020,3256576083.037843,E_pb,False,3256576083.037843,4085632257.576296,1697311937.211941,5291000.0,0.171781169735317,0.0929452924338292,0.171653291861638,0.181012105,38.39324826558759,0.0,ok,1.0,-0.067427718,-0.063027718,2.048112973,3.195452013,0.381011549,0.380619088,18.99807322,13.92646508,63.30715796,29.69810354,29.69810354,20.28455285,15.47587262,61.3827868,29.77383607,29.77383607,7.438095253,0.00311325,1.922169497,16.5,20.37888,2.651380907,0.129335093,99.87066491,1699.51,5.291,0.001295026,0.0,0.0,0.0044,5291000.0,FDBC,,,FDBC,371196300.0,0.5070178902840524,0.171781169735317,371196300.0,5291000.0,0.0044,1.0,0.171781169735317,2.0,2019.0,2018.0,376464070.7421671,0.1693774790285113,0.0,6.0,converged,25.29001930421076,25.120641825182247,25.120641825182247,1.4796391008747573e-139,converged,0,1,other,low_leverage
FDBC,2021,3786989858.2179594,E_pb,False,3786989858.2179594,186104412.71175435,2273257413.1840034,11940000.0,0.1405786824881116,0.0851446706220279,0.1404044539220724,-0.063027718,40.523615879362445,0.0,ok,1.0,0.25287531,0.25327531,2.209937825,1.56668648,0.234205435,0.222327991,17.43215031,12.08930881,69.16642603,30.89621054,30.89621054,18.99807322,13.92646508,63.30715796,29.69810354,29.69810354,7.791152503,0.004935712,1.57321639,14.5,16.73141,2.3681587,6.028950672,93.97104933,2419.104,11.94,0.064157533,0.0,0.0,0.0004,11940000.0,FDBC,,,FDBC,340282500.0,0.3202809369631529,0.1405786824881116,340282500.0,11940000.0,0.0004,1.0,0.1405786824881116,3.0,2020.0,2018.0,352217724.95507246,0.1358150431806529,0.0,4.0,converged,24.989708037609635,24.853892994428985,24.853892994428985,1.173521265856922e-136,converged,0,1,other,other
FDBC,2022,3838925703.851251,E_pb,False,3838925703.851251,555385924.7844602,2289061710.217304,21669000.0,0.1657432811753929,0.0914358202938482,0.1653262033691585,0.25327531,32.79760058568725,3.1853382136159107e-236,ok,1.0,0.00102173,0.01522173,4.186583877,5.610838532,0.388738148,0.376428536,15.8938172,10.97671711,62.27560521,27.86366956,27.86366956,17.43215031,12.08930881,69.16642603,30.89621054,30.89621054,7.774171499,0.009110854,1.628939117,14.4,16.18576,4.97759538,3.755101799,96.2448982,2378.372,21.669,0.039016113,0.0,0.0,0.0141999999999999,21669000.0,FDBC,,,FDBC,271879950.0,0.3081312820793498,0.1657432811753929,271879950.0,21669000.0,0.0141999999999999,1.0,0.1657432811753929,3.0,2021.0,2019.0,293243424.56442577,0.1536684925413992,0.0,4.0,converged,17.122100674012934,16.968432181471535,16.968432181471535,7.031844401778143e-65,converged,0,1,other,low_leverage
FDBC,2023,4153168228.1412926,E_pb,False,4153168228.1412926,244372357.9536361,1653495182.233215,125573000.0,0.1647422676916329,0.0911855669229082,0.1625835169999853,0.01522173,21.715189658321037,7.371666070058476e-105,ok,1.0,0.158635109,0.208135109,4.232501622,5.585230512,0.597604735,0.416465755,14.03688525,10.49364054,71.74680405,31.0533673,31.0533673,15.8938172,10.97671711,62.27560521,27.86366956,27.86366956,7.825308813,0.05016581,1.746800422,14.7,15.35751,4.838013615,33.9436615,66.0563385,2503.159,125.573,0.513859264,0.0,0.0,0.0495,125573000.0,FDBC,,,FDBC,334688025.0,0.422656484408999,0.1647422676916329,334688025.0,125573000.0,0.0495,1.0,0.1647422676916329,3.0,2022.0,2020.0,454196496.8226703,0.1213951771832677,0.0,5.0,converged,11.059014696378522,10.937619519195254,10.937619519195254,3.8086865658321093e-28,converged,0,1,other,
FFBC,2016,15306258028.112495,E_pb,False,15306258028.112495,6355932508.279134,7363443173.325086,927501000.0,0.191261164647664,0.097815291161916,0.1859222199858753,0.044898351,15.54396879612142,8.740689424145768e-55,insufficient_returns,0.0,0.312097963,0.314097963,1.649682721,7.904999675,1.18820475,1.081423256,21.15270351,32.38608872,76.15898749,43.4807355,43.4807355,18.2821119,30.30571974,74.47712418,41.8434017,41.8434017,9.040496682,0.109919961,2.037990456,13.1,32.33483,2.032926577,12.73439238,87.26560762,8437.967,927.501,0.145926817,0.0,0.0,0.002,927501000.0,FFBC,,,FFBC,2723694890.0,0.257267318211461,,2723694890.0,927501000.0,0.002,1.0,,0.0,2015.0,2015.0,,,,,no_sigma_E,,,,,no_sigma_E,1,0,other,
FFBC,2017,13993412414.559233,E_pb,False,13993412414.559233,9194082615.094273,8076284471.249575,934219000.0,0.191261164647664,0.097815291161916,0.1854130224972062,0.314097963,16.547744451851,8.310709891105372e-62,insufficient_returns,0.0,0.204427002,0.212427002,1.667992002,7.645194586,1.146171008,1.072383526,22.15799615,27.4881066,77.83230382,41.65373025,41.65373025,21.15270351,32.38608872,76.15898749,43.4807355,43.4807355,9.093460766,0.10500473,1.757369408,13.07,32.28385,2.178444789,9.223846594,90.77615341,8896.923,934.219,0.101610899,0.0,0.0,0.008,934219000.0,FFBC,,,FFBC,2522648870.0,0.2373491183247676,,2522648870.0,934219000.0,0.008,1.0,,1.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E,1,0,other,
FFBC,2018,13826992486.7508,E_pb,False,13826992486.7508,6756404589.840313,11293188559.33542,1611430000.0,0.071892225972853,0.0679730564932132,0.0714831513229011,0.212427002,34.548133666819574,7.601885419632936e-262,ok,0.0,-0.285990451,-0.267890451,2.042433526,8.83604598,1.188396949,1.021715413,21.58687943,41.28519906,62.53497668,42.99005034,42.99005034,22.15799615,27.4881066,77.83230382,41.65373025,41.65373025,9.545859297,0.115211923,1.11731196,14.1,31.59911,3.302201414,19.2574313,80.7425687,13986.66,1611.43,0.238504071,0.0,0.0,0.0181,1611430000.0,FFBC,,,FFBC,2270862664.0,0.2581377994809395,0.071892225972853,2270862664.0,1611430000.0,0.0181,1.0,0.071892225972853,2.0,2017.0,2016.0,3853388155.9180913,0.0423672275266412,0.0,7.0,converged,21.02635365210639,20.98398642457975,20.98398642457975,4.5930283006927087e-98,converged,1,0,other,other
FFBC,2021,15874966560.519182,E_pb,False,15874966560.519182,3922052787.3247313,13838059245.78748,706035000.0,0.2011571136775309,0.1002892784193827,0.1968620642013847,-0.229520267,14.76897253879218,1.1611308301103912e-49,ok,1.0,0.300758492,0.301158492,1.886646952,1.593030929,1.103853524,0.964040401,17.43215031,52.93922874,82.01735979,55.78410698,55.78410698,18.99807322,38.46674139,73.42696064,45.51320956,45.51320956,9.700706582,0.043237731,1.01612103,14.1,19.43620673,2.025018232,15.25543661,84.74456339,16329.141,706.035,0.1800167,0.0,0.0,0.0004,706035000.0,FFBC,,,FFBC,2295358471.2,0.2737904814848682,0.2011571136775309,2295358471.2,706035000.0,0.0004,1.0,0.2011571136775309,3.0,2020.0,2018.0,3001111113.675272,0.1538522458625361,0.0,5.0,converged,9.48512845923563,9.331276213373094,9.331276213373094,5.2301844256061754e-21,converged,1,1,other,
FFIC,2021,7891694679.534733,E_pb,False,7891694679.534733,3988992617.807513,6680161301.874277,815544000.0,0.1285644627913292,0.0821411156978323,0.1242163240098571,-0.167176465,17.65599908464784,4.575005901186883e-70,ok,1.0,0.136229329,0.136629329,1.807365331,1.630628072,0.818521562,0.706971734,17.43215031,20.01661031,75.71181057,37.18449052,37.18449052,18.99807322,24.18844532,77.329105,39.83594668,39.83594668,8.992919291,0.1013613,1.091465299,14.13,22.82392479,2.194887579,16.97445694,83.02554306,8045.911,815.544,0.204448611,0.0,0.0,0.0004,815544000.0,FFIC,,,FFIC,741790377.9,0.2024856936273024,0.1285644627913292,741790377.9,815544000.0,0.0004,1.0,0.1285644627913292,3.0,2020.0,2018.0,1557008225.5348215,0.0612507242251338,0.0,6.0,converged,10.59484460538676,10.533593881161623,10.533593881161623,3.024017761759197e-26,converged,1,1,other,
